symbol,Date,Open,High,Low,Close/Last,Volume
KLAC,2025-02-12,750.2000122070312,751.1799926757812,750.010009765625,750.760009765625,17955
KLAC,2025-02-12,750.239990234375,750.510009765625,750.239990234375,750.4550170898438,6740
KLAC,2025-02-12,750.219970703125,750.4600219726562,750.2100219726562,750.3099975585938,3130
KLAC,2025-02-12,750.7100219726562,750.989990234375,750.3200073242188,750.6300048828125,6447
KLAC,2025-02-12,750.5499877929688,750.5599975585938,750.5499877929688,750.5599975585938,2227
KLAC,2025-02-12,749.8599853515625,750.47998046875,749.719970703125,749.8599853515625,9642
KLAC,2025-02-12,750.739990234375,750.739990234375,750.5399780273438,750.5399780273438,2098
KLAC,2025-02-12,751.2999877929688,751.2999877929688,750.760009765625,750.760009765625,2264
KLAC,2025-02-12,751.3900146484375,751.6400146484375,750.7130126953125,751.4550170898438,9104
KLAC,2025-02-12,751.7000122070312,751.8499755859375,751.7000122070312,751.8499755859375,3062
KLAC,2025-02-12,751.4199829101562,751.75,751.4199829101562,751.75,1174
KLAC,2025-02-12,751.7150268554688,751.7150268554688,751.7150268554688,751.7150268554688,1490
KLAC,2025-02-12,751.6400146484375,751.780029296875,751.6400146484375,751.780029296875,694
KLAC,2025-02-12,751.281982421875,751.6599731445312,751.281982421875,751.6599731445312,996
KLAC,2025-02-12,751.77001953125,751.77001953125,751.77001953125,751.77001953125,915
KLAC,2025-02-12,752.0599975585938,752.0599975585938,752.0599975585938,752.0599975585938,2046
KLAC,2025-02-12,751.8800048828125,751.8800048828125,751.8800048828125,751.8800048828125,2074
KLAC,2025-02-12,751.7449951171875,751.7449951171875,751.7449951171875,751.7449951171875,138
KLAC,2025-02-12,751.875,751.885009765625,751.875,751.885009765625,1816
KLAC,2025-02-12,751.7269897460938,751.8699951171875,751.7269897460938,751.8699951171875,514
KLAC,2025-02-12,752.135009765625,752.135009765625,752.135009765625,752.135009765625,315
KLAC,2025-02-12,751.8099975585938,752.0700073242188,751.8099975585938,752.0700073242188,2308
KLAC,2025-02-12,752.2899780273438,752.2899780273438,752.2899780273438,752.2899780273438,1282
KLAC,2025-02-12,752.2100219726562,752.2999877929688,752.2100219726562,752.2999877929688,456
KLAC,2025-02-12,752.010009765625,752.1599731445312,752.010009765625,752.1099853515625,1999
KLAC,2025-02-12,751.5700073242188,751.5700073242188,751.5700073242188,751.5700073242188,395
KLAC,2025-02-12,752.0399780273438,752.35498046875,752.0399780273438,752.35498046875,4053
KLAC,2025-02-12,752.6094970703125,752.6094970703125,752.22998046875,752.22998046875,3465
KLAC,2025-02-12,752.9000244140625,752.9000244140625,752.5800170898438,752.5800170898438,1800
KLAC,2025-02-12,752.9000244140625,752.9000244140625,752.9000244140625,752.9000244140625,428
KLAC,2025-02-12,752.8800048828125,752.89501953125,752.8800048828125,752.89501953125,800
KLAC,2025-02-12,752.875,752.875,752.580078125,752.580078125,1285
KLAC,2025-02-12,752.75,752.75,752.75,752.75,935
KLAC,2025-02-12,752.7150268554688,752.7150268554688,752.7150268554688,752.7150268554688,767
KLAC,2025-02-12,752.655029296875,752.655029296875,752.655029296875,752.655029296875,456
KLAC,2025-02-12,752.7000122070312,752.7000122070312,752.7000122070312,752.7000122070312,875
KLAC,2025-02-12,752.7000122070312,752.7000122070312,752.7000122070312,752.7000122070312,322
KLAC,2025-02-12,752.5,752.5,752.5,752.5,1243
KLAC,2025-02-12,752.2899780273438,752.5,752.2899780273438,752.5,1213
KLAC,2025-02-12,751.9550170898438,751.9550170898438,751.9550170898438,751.9550170898438,1391
KLAC,2025-02-12,751.7899780273438,751.9099731445312,751.7899780273438,751.9099731445312,927
KLAC,2025-02-12,751.407470703125,751.5900268554688,751.0800170898438,751.407470703125,2721
KLAC,2025-02-12,751.625,751.625,751.4949951171875,751.4949951171875,757
KLAC,2025-02-12,751.625,751.625,751.625,751.625,651
KLAC,2025-02-12,752.0499877929688,752.0499877929688,751.780029296875,751.780029296875,1391
KLAC,2025-02-12,752.489990234375,752.489990234375,752.489990234375,752.489990234375,841
KLAC,2025-02-12,752.4949951171875,752.4949951171875,752.4949951171875,752.4949951171875,650
KLAC,2025-02-12,752.760009765625,752.760009765625,752.4400024414062,752.4400024414062,2177
KLAC,2025-02-12,752.8499755859375,752.8499755859375,752.8200073242188,752.8200073242188,855
KLAC,2025-02-12,753.5599975585938,753.5599975585938,753.4199829101562,753.4400024414062,1369
KLAC,2025-02-12,753.1900024414062,753.1900024414062,753.1900024414062,753.1900024414062,846
KLAC,2025-02-12,753.280029296875,753.3599853515625,753.1849975585938,753.3599853515625,1000
KLAC,2025-02-12,752.75,752.9818725585938,752.75,752.9818725585938,1376
KLAC,2025-02-12,753.0999755859375,753.0999755859375,753.0999755859375,753.0999755859375,537
KLAC,2025-02-12,753.114990234375,753.114990234375,753.114990234375,753.114990234375,182
KLAC,2025-02-12,752.9500122070312,753.1699829101562,752.9500122070312,753.1699829101562,510
KLAC,2025-02-12,753.8150024414062,753.8150024414062,753.8150024414062,753.8150024414062,1630
KLAC,2025-02-12,753.4000244140625,753.4000244140625,753.4000244140625,753.4000244140625,795
KLAC,2025-02-12,752.5599975585938,752.5599975585938,752.5599975585938,752.5599975585938,1051
KLAC,2025-02-12,752.64501953125,752.64501953125,752.64501953125,752.64501953125,212
KLAC,2025-02-12,752.5700073242188,752.635009765625,752.5700073242188,752.635009765625,1741
KLAC,2025-02-12,752.7249755859375,753.219970703125,752.7249755859375,753.219970703125,931
KLAC,2025-02-12,752.8200073242188,752.8200073242188,752.8200073242188,752.8200073242188,182
KLAC,2025-02-12,752.7100219726562,752.7100219726562,752.6599731445312,752.6599731445312,880
KLAC,2025-02-12,751.6699829101562,751.6699829101562,751.6699829101562,751.6699829101562,2258
KLAC,2025-02-12,751.02001953125,751.02001953125,751.02001953125,751.02001953125,301
KLAC,2025-02-12,751.02001953125,751.02001953125,751.02001953125,751.02001953125,543
KLAC,2025-02-12,751.219970703125,751.219970703125,751.219970703125,751.219970703125,808
KLAC,2025-02-12,750.5150146484375,750.5150146484375,750.5150146484375,750.5150146484375,930
KLAC,2025-02-12,750.5150146484375,750.5150146484375,750.5150146484375,750.5150146484375,462
KLAC,2025-02-12,750.47998046875,750.7769775390625,750.322509765625,750.7769775390625,1993
KLAC,2025-02-12,750.4600219726562,750.4600219726562,750.4600219726562,750.4600219726562,413
KLAC,2025-02-12,749.4299926757812,749.7249755859375,749.4299926757812,749.7249755859375,614
KLAC,2025-02-12,749.780029296875,749.780029296875,749.7249755859375,749.7249755859375,1282
KLAC,2025-02-12,748.8800048828125,749.5700073242188,748.8800048828125,749.5700073242188,1226
KLAC,2025-02-12,748.9299926757812,748.9299926757812,748.9299926757812,748.9299926757812,732
KLAC,2025-02-12,749.0750122070312,749.0750122070312,749.0750122070312,749.0750122070312,196
KLAC,2025-02-12,748.8599853515625,748.8599853515625,748.8599853515625,748.8599853515625,356
KLAC,2025-02-12,749.5599975585938,749.5599975585938,749.5599975585938,749.5599975585938,462
KLAC,2025-02-12,748.7150268554688,748.7150268554688,748.7150268554688,748.7150268554688,1819
KLAC,2025-02-12,749.219970703125,749.219970703125,749.219970703125,749.219970703125,297
KLAC,2025-02-12,748.8800048828125,748.8800048828125,748.8800048828125,748.8800048828125,972
KLAC,2025-02-12,749.90087890625,749.90087890625,749.90087890625,749.90087890625,434
KLAC,2025-02-12,750.760009765625,750.760009765625,750.14501953125,750.14501953125,1315
KLAC,2025-02-12,750.14501953125,750.14501953125,750.14501953125,750.14501953125,170
KLAC,2025-02-12,749.9600219726562,749.9600219726562,749.9600219726562,749.9600219726562,1083
KLAC,2025-02-12,751.25,751.25,750.9199829101562,750.9199829101562,1788
KLAC,2025-02-12,752.4000244140625,752.4000244140625,751.7999877929688,751.7999877929688,1174
